week,user_team,matchup,home_away
1,CHI,GB,home
2,CHI,TB,away
3,CHI,KC,away
4,CHI,DEN,home
5,CHI,WSH,away
6,CHI,MIN,home
7,CHI,LV,home
8,CHI,LAC,away
9,CHI,NO,away
10,CHI,CAR,home
11,CHI,DET,away
12,CHI,MIN,away
13,CHI,BYE,BYE
14,CHI,DET,home
15,CHI,CLE,away
16,CHI,ARI,home
17,CHI,ATL,home
18,CHI,GB,away
1,CIN,CLE,away
2,CIN,BAL,home
3,CIN,LAR,home
4,CIN,TEN,away
5,CIN,ARI,away
6,CIN,SEA,home
7,CIN,BYE,BYE
8,CIN,SF,away
9,CIN,BUF,home
10,CIN,HOU,home
11,CIN,BAL,away
12,CIN,PIT,home
13,CIN,JAX,away
14,CIN,IND,home
15,CIN,MIN,home
16,CIN,PIT,away
17,CIN,KC,away
18,CIN,CLE,home
1,CLE,CIN,home
2,CLE,PIT,away
3,CLE,TEN,home
4,CLE,BAL,home
5,CLE,BYE,BYE
6,CLE,SF,home
7,CLE,IND,away
8,CLE,SEA,away
9,CLE,ARI,home
10,CLE,BAL,away
11,CLE,PIT,home
12,CLE,DEN,away
13,CLE,LAR,away
14,CLE,JAX,home
15,CLE,CHI,home
16,CLE,HOU,away
17,CLE,NYJ,home
18,CLE,CIN,away
1,DAL,NYG,away
2,DAL,NYJ,home
3,DAL,ARI,away
4,DAL,NE,home
5,DAL,SF,away
6,DAL,LAC,away
7,DAL,BYE,BYE
8,DAL,LAR,home
9,DAL,PHI,away
10,DAL,NYG,home
11,DAL,CAR,away
12,DAL,WSH,home
13,DAL,SEA,home
14,DAL,PHI,home
15,DAL,BUF,away
16,DAL,MIA,away
17,DAL,DET,home
18,DAL,WSH,away
1,DEN,LV,home
2,DEN,WSH,home
3,DEN,MIA,away
4,DEN,CHI,away
5,DEN,NYJ,home
6,DEN,KC,away
7,DEN,GB,home
8,DEN,KC,home
9,DEN,BYE,BYE
10,DEN,BUF,away
11,DEN,MIN,home
12,DEN,CLE,home
13,DEN,HOU,away
14,DEN,LAC,away
15,DEN,DET,away
16,DEN,NE,home
17,DEN,LAC,home
18,DEN,LV,away
1,DET,KC,away
2,DET,SEA,home
3,DET,ATL,home
4,DET,GB,away
5,DET,CAR,home
6,DET,TB,away
7,DET,BAL,away
8,DET,LV,home
9,DET,BYE,BYE
10,DET,LAC,away
11,DET,CHI,home
12,DET,GB,home
13,DET,NO,away
14,DET,CHI,away
15,DET,DEN,home
16,DET,MIN,away
17,DET,DAL,away
18,DET,MIN,home
1,GB,CHI,away
2,GB,ATL,away
3,GB,NO,home
4,GB,DET,home
5,GB,LV,away
6,GB,BYE,BYE
7,GB,DEN,away
8,GB,MIN,home
9,GB,LAR,home
10,GB,PIT,away
11,GB,LAC,home
12,GB,DET,away
13,GB,KC,home
14,GB,NYG,away
15,GB,TB,home
16,GB,CAR,away
17,GB,MIN,away
18,GB,CHI,home
1,HOU,BAL,away
2,HOU,IND,home
3,HOU,JAX,away
4,HOU,PIT,home
5,HOU,ATL,away
6,HOU,NO,home
7,HOU,BYE,BYE
8,HOU,CAR,away
9,HOU,TB,home
10,HOU,CIN,away
11,HOU,ARI,home
12,HOU,JAX,home
13,HOU,DEN,home
14,HOU,NYJ,away
15,HOU,TEN,away
16,HOU,CLE,home
17,HOU,TEN,home
18,HOU,IND,away
1,IND,JAX,home
2,IND,HOU,away
3,IND,BAL,away
4,IND,LAR,home
5,IND,TEN,home
6,IND,JAX,away
7,IND,CLE,home
8,IND,NO,home
9,IND,CAR,away
10,IND,NE,away
11,IND,BYE,BYE
12,IND,TB,home
13,IND,TEN,away
14,IND,CIN,away
15,IND,PIT,home
16,IND,ATL,away
17,IND,LV,home
18,IND,HOU,home
1,JAX,IND,away
2,JAX,KC,home
3,JAX,HOU,home
4,JAX,ATL,home
5,JAX,BUF,away
6,JAX,IND,home
7,JAX,NO,away
8,JAX,PIT,away
9,JAX,BYE,BYE
10,JAX,SF,home
11,JAX,TEN,home
12,JAX,HOU,away
13,JAX,CIN,home
14,JAX,CLE,away
15,JAX,BAL,home
16,JAX,TB,away
17,JAX,CAR,home
18,JAX,TEN,away
1,KC,DET,home
2,KC,JAX,away
3,KC,CHI,home
4,KC,NYJ,away
5,KC,MIN,away
6,KC,DEN,home
7,KC,LAC,home
8,KC,DEN,away
9,KC,MIA,home
10,KC,BYE,BYE
11,KC,PHI,home
12,KC,LV,away
13,KC,GB,away
14,KC,BUF,home
15,KC,NE,away
16,KC,LV,home
17,KC,CIN,home
18,KC,LAC,away
1,LAC,MIA,home
2,LAC,TEN,away
3,LAC,MIN,away
4,LAC,LV,home
5,LAC,BYE,BYE
6,LAC,DAL,home
7,LAC,KC,away
8,LAC,CHI,home
9,LAC,NYJ,away
10,LAC,DET,home
11,LAC,GB,away
12,LAC,BAL,home
13,LAC,NE,away
14,LAC,DEN,home
15,LAC,LV,away
16,LAC,BUF,home
17,LAC,DEN,away
18,LAC,KC,home
1,LAR,SEA,away
2,LAR,SF,home
3,LAR,CIN,away
4,LAR,IND,away
5,LAR,PHI,home
6,LAR,ARI,home
7,LAR,PIT,home
8,LAR,DAL,away
9,LAR,GB,away
10,LAR,BYE,BYE
11,LAR,SEA,home
12,LAR,ARI,away
13,LAR,CLE,home
14,LAR,BAL,away
15,LAR,WSH,home
16,LAR,NO,home
17,LAR,NYG,away
18,LAR,SF,away
1,LV,DEN,away
2,LV,BUF,away
3,LV,PIT,home
4,LV,LAC,away
5,LV,GB,home
6,LV,NE,home
7,LV,CHI,away
8,LV,DET,away
9,LV,NYG,home
10,LV,NYJ,home
11,LV,MIA,away
12,LV,KC,home
13,LV,BYE,BYE
14,LV,MIN,home
15,LV,LAC,home
16,LV,KC,away
17,LV,IND,away
18,LV,DEN,home
1,MIA,LAC,away
2,MIA,NE,away
3,MIA,DEN,home
4,MIA,BUF,away
5,MIA,NYG,home
6,MIA,CAR,home
7,MIA,PHI,away
8,MIA,NE,home
9,MIA,KC,away
10,MIA,BYE,BYE
11,MIA,LV,home
12,MIA,NYJ,away
13,MIA,WSH,away
14,MIA,TEN,home
15,MIA,NYJ,home
16,MIA,DAL,home
17,MIA,BAL,away
18,MIA,BUF,home
1,MIN,TB,home
2,MIN,PHI,away
3,MIN,LAC,home
4,MIN,CAR,away
5,MIN,KC,home
6,MIN,CHI,away
7,MIN,SF,home
8,MIN,GB,away
9,MIN,ATL,away
10,MIN,NO,home
11,MIN,DEN,away
12,MIN,CHI,home
13,MIN,BYE,BYE
14,MIN,LV,away
15,MIN,CIN,away
16,MIN,DET,home
17,MIN,GB,home
18,MIN,DET,away
1,NE,PHI,home
2,NE,MIA,home
3,NE,NYJ,away
4,NE,DAL,away
5,NE,NO,home
6,NE,LV,away
7,NE,BUF,home
8,NE,MIA,away
9,NE,WSH,home
10,NE,IND,home
11,NE,BYE,BYE
12,NE,NYG,away
13,NE,LAC,home
14,NE,PIT,away
15,NE,KC,home
16,NE,DEN,away
17,NE,BUF,away
18,NE,NYJ,home
1,NO,TEN,home
2,NO,CAR,away
3,NO,GB,away
4,NO,TB,home
5,NO,NE,away
6,NO,HOU,away
7,NO,JAX,home
8,NO,IND,away
9,NO,CHI,home
10,NO,MIN,away
11,NO,BYE,BYE
12,NO,ATL,away
13,NO,DET,home
14,NO,CAR,home
15,NO,NYG,home
16,NO,LAR,away
17,NO,TB,away
18,NO,ATL,home
1,NYG,DAL,home
2,NYG,ARI,away
3,NYG,SF,away
4,NYG,SEA,home
5,NYG,MIA,away
6,NYG,BUF,away
7,NYG,WSH,home
8,NYG,NYJ,home
9,NYG,LV,away
10,NYG,DAL,away
11,NYG,WSH,away
12,NYG,NE,home
13,NYG,BYE,BYE
14,NYG,GB,home
15,NYG,NO,away
16,NYG,PHI,away
17,NYG,LAR,home
18,NYG,PHI,home
1,NYJ,BUF,home
2,NYJ,DAL,away
3,NYJ,NE,home
4,NYJ,KC,home
5,NYJ,DEN,away
6,NYJ,PHI,home
7,NYJ,BYE,BYE
8,NYJ,NYG,away
9,NYJ,LAC,home
10,NYJ,LV,away
11,NYJ,BUF,away
12,NYJ,MIA,home
13,NYJ,ATL,home
14,NYJ,HOU,home
15,NYJ,MIA,away
16,NYJ,WSH,home
17,NYJ,CLE,away
18,NYJ,NE,away
1,PHI,NE,away
2,PHI,MIN,home
3,PHI,TB,away
4,PHI,WSH,home
5,PHI,LAR,away
6,PHI,NYJ,away
7,PHI,MIA,home
8,PHI,WSH,away
9,PHI,DAL,home
10,PHI,BYE,BYE
11,PHI,KC,away
12,PHI,BUF,home
13,PHI,SF,home
14,PHI,DAL,away
15,PHI,SEA,away
16,PHI,NYG,home
17,PHI,ARI,home
18,PHI,NYG,away
1,PIT,SF,home
2,PIT,CLE,home
3,PIT,LV,away
4,PIT,HOU,away
5,PIT,BAL,home
6,PIT,BYE,BYE
7,PIT,LAR,away
8,PIT,JAX,home
9,PIT,TEN,home
10,PIT,GB,home
11,PIT,CLE,away
12,PIT,CIN,away
13,PIT,ARI,home
14,PIT,NE,home
15,PIT,IND,away
16,PIT,CIN,home
17,PIT,SEA,away
18,PIT,BAL,away
1,SEA,LAR,home
2,SEA,DET,away
3,SEA,CAR,home
4,SEA,NYG,away
5,SEA,BYE,BYE
6,SEA,CIN,away
7,SEA,ARI,home
8,SEA,CLE,home
9,SEA,BAL,away
10,SEA,WSH,home
11,SEA,LAR,away
12,SEA,SF,home
13,SEA,DAL,away
14,SEA,SF,away
15,SEA,PHI,home
16,SEA,TEN,away
17,SEA,PIT,home
18,SEA,ARI,away
1,SF,PIT,away
2,SF,LAR,away
3,SF,NYG,home
4,SF,ARI,home
5,SF,DAL,home
6,SF,CLE,away
7,SF,MIN,away
8,SF,CIN,home
9,SF,BYE,BYE
10,SF,JAX,away
11,SF,TB,home
12,SF,SEA,away
13,SF,PHI,away
14,SF,SEA,home
15,SF,ARI,away
16,SF,BAL,home
17,SF,WSH,away
18,SF,LAR,home
1,TB,MIN,away
2,TB,CHI,home
3,TB,PHI,home
4,TB,NO,away
5,TB,BYE,BYE
6,TB,DET,home
7,TB,ATL,home
8,TB,BUF,away
9,TB,HOU,away
10,TB,TEN,home
11,TB,SF,away
12,TB,IND,away
13,TB,CAR,home
14,TB,ATL,away
15,TB,GB,away
16,TB,JAX,home
17,TB,NO,home
18,TB,CAR,away
1,TEN,NO,away
2,TEN,LAC,home
3,TEN,CLE,away
4,TEN,CIN,home
5,TEN,IND,away
6,TEN,BAL,home
7,TEN,BYE,BYE
8,TEN,ATL,home
9,TEN,PIT,away
10,TEN,TB,away
11,TEN,JAX,away
12,TEN,CAR,home
13,TEN,IND,home
14,TEN,MIA,away
15,TEN,HOU,home
16,TEN,SEA,home
17,TEN,HOU,away
18,TEN,JAX,home
1,WSH,ARI,home
2,WSH,DEN,away
3,WSH,BUF,home
4,WSH,PHI,away
5,WSH,CHI,home
6,WSH,ATL,away
7,WSH,NYG,away
8,WSH,PHI,home
9,WSH,NE,away
10,WSH,SEA,away
11,WSH,NYG,home
12,WSH,DAL,away
13,WSH,MIA,home
14,WSH,BYE,BYE
15,WSH,LAR,away
16,WSH,NYJ,away
17,WSH,SF,home
18,WSH,DAL,home
