week,user_team,matchup,home_away
9,JAX,LV,home
10,JAX,KC,away
11,JAX,BYE,BYE
12,JAX,BAL,home
13,JAX,DET,away
14,JAX,TEN,away
15,JAX,DAL,home
16,JAX,NYJ,away
17,JAX,HOU,away
18,JAX,TEN,home
1,KC,ARI,away
2,KC,LAC,home
3,KC,IND,away
4,KC,TB,away
5,KC,LV,home
6,KC,BUF,home
7,KC,SF,away
8,KC,BYE,BYE
9,KC,TEN,home
10,KC,JAX,home
11,KC,LAC,away
12,KC,LAR,home
13,KC,CIN,away
14,KC,DEN,away
15,KC,HOU,away
16,KC,SEA,home
17,KC,DEN,home
18,KC,LV,away
1,LAC,LV,home
2,LAC,KC,away
3,LAC,JAX,home
4,LAC,HOU,away
5,LAC,CLE,away
6,LAC,DEN,home
7,LAC,SEA,home
8,LAC,BYE,BYE
9,LAC,ATL,away
10,LAC,SF,away
11,LAC,KC,home
12,LAC,ARI,away
13,LAC,LV,away
14,LAC,MIA,home
15,LAC,TEN,home
16,LAC,IND,away
17,LAC,LAR,home
18,LAC,DEN,away
1,LAR,BUF,home
2,LAR,ATL,home
3,LAR,ARI,away
4,LAR,SF,away
5,LAR,DAL,home
6,LAR,CAR,home
7,LAR,BYE,BYE
8,LAR,SF,home
9,LAR,TB,away
10,LAR,ARI,home
11,LAR,NO,away
12,LAR,KC,away
13,LAR,SEA,home
14,LAR,LV,home
15,LAR,GB,away
16,LAR,DEN,home
17,LAR,LAC,away
18,LAR,SEA,away
1,LV,LAC,away
2,LV,ARI,home
3,LV,TEN,away
4,LV,DEN,home
5,LV,KC,away
6,LV,BYE,BYE
7,LV,HOU,home
8,LV,NO,away
9,LV,JAX,away
10,LV,IND,home
11,LV,DEN,away
12,LV,SEA,away
13,LV,LAC,home
14,LV,LAR,away
15,LV,NE,home
16,LV,PIT,away
17,LV,SF,home
18,LV,KC,home
1,MIA,NE,home
2,MIA,BAL,away
3,MIA,BUF,home
4,MIA,CIN,away
5,MIA,NYJ,away
6,MIA,MIN,home
7,MIA,PIT,home
8,MIA,DET,away
9,MIA,CHI,away
10,MIA,CLE,home
11,MIA,BYE,BYE
12,MIA,HOU,home
13,MIA,SF,away
14,MIA,LAC,away
15,MIA,BUF,away
16,MIA,GB,home
17,MIA,NE,away
18,MIA,NYJ,home
1,MIN,GB,home
2,MIN,PHI,away
3,MIN,DET,home
4,MIN,NO,away
5,MIN,CHI,home
6,MIN,MIA,away
7,MIN,BYE,BYE
8,MIN,ARI,home
9,MIN,WSH,away
10,MIN,BUF,away
11,MIN,DAL,home
12,MIN,NE,home
13,MIN,NYJ,home
14,MIN,DET,away
15,MIN,IND,home
16,MIN,NYG,home
17,MIN,GB,away
18,MIN,CHI,away
1,NE,MIA,away
2,NE,PIT,away
3,NE,BAL,home
4,NE,GB,away
5,NE,DET,home
6,NE,CLE,away
7,NE,CHI,home
8,NE,NYJ,away
9,NE,IND,home
10,NE,BYE,BYE
11,NE,NYJ,home
12,NE,MIN,away
13,NE,BUF,home
14,NE,ARI,away
15,NE,LV,away
16,NE,CIN,home
17,NE,MIA,home
18,NE,BUF,away
1,NO,ATL,away
2,NO,TB,home
3,NO,CAR,away
4,NO,MIN,home
5,NO,SEA,home
6,NO,CIN,home
7,NO,ARI,away
8,NO,LV,home
9,NO,BAL,home
10,NO,PIT,away
11,NO,LAR,home
12,NO,SF,away
13,NO,TB,away
14,NO,BYE,BYE
15,NO,ATL,home
16,NO,CLE,away
17,NO,PHI,away
18,NO,CAR,home
1,NYG,TEN,away
2,NYG,CAR,home
3,NYG,DAL,home
4,NYG,CHI,home
5,NYG,GB,away
6,NYG,BAL,home
7,NYG,JAX,away
8,NYG,SEA,away
9,NYG,BYE,BYE
10,NYG,HOU,home
11,NYG,DET,home
12,NYG,DAL,away
13,NYG,WSH,home
14,NYG,PHI,home
15,NYG,WSH,away
16,NYG,MIN,away
17,NYG,IND,home
18,NYG,PHI,away
1,NYJ,BAL,home
2,NYJ,CLE,away
3,NYJ,CIN,home
4,NYJ,PIT,away
5,NYJ,MIA,home
6,NYJ,GB,away
7,NYJ,DEN,away
8,NYJ,NE,home
9,NYJ,BUF,home
10,NYJ,BYE,BYE
11,NYJ,NE,away
12,NYJ,CHI,home
13,NYJ,MIN,away
14,NYJ,BUF,away
15,NYJ,DET,home
16,NYJ,JAX,home
17,NYJ,SEA,away
18,NYJ,MIA,away
1,PHI,DET,away
2,PHI,MIN,home
3,PHI,WSH,away
4,PHI,JAX,home
5,PHI,ARI,away
6,PHI,DAL,home
7,PHI,BYE,BYE
8,PHI,PIT,home
9,PHI,HOU,away
10,PHI,WSH,home
11,PHI,IND,away
12,PHI,GB,home
13,PHI,TEN,home
14,PHI,NYG,away
15,PHI,CHI,away
16,PHI,DAL,away
17,PHI,NO,home
18,PHI,NYG,home
1,PIT,CIN,away
2,PIT,NE,home
3,PIT,CLE,away
4,PIT,NYJ,home
5,PIT,BUF,away
6,PIT,TB,home
7,PIT,MIA,away
8,PIT,PHI,away
9,PIT,BYE,BYE
10,PIT,NO,home
11,PIT,CIN,home
12,PIT,IND,away
13,PIT,ATL,away
14,PIT,BAL,home
15,PIT,CAR,away
16,PIT,LV,home
17,PIT,BAL,away
18,PIT,CLE,home
1,SEA,DEN,home
2,SEA,SF,away
3,SEA,ATL,home
4,SEA,DET,away
5,SEA,NO,away
6,SEA,ARI,home
7,SEA,LAC,away
8,SEA,NYG,home
9,SEA,ARI,away
10,SEA,TB,away
11,SEA,BYE,BYE
12,SEA,LV,home
13,SEA,LAR,away
14,SEA,CAR,home
15,SEA,SF,home
16,SEA,KC,away
17,SEA,NYJ,home
18,SEA,LAR,home
1,SF,CHI,away
2,SF,SEA,home
3,SF,DEN,away
4,SF,LAR,home
5,SF,CAR,away
6,SF,ATL,away
7,SF,KC,home
8,SF,LAR,away
9,SF,BYE,BYE
10,SF,LAC,home
11,SF,ARI,away
12,SF,NO,home
13,SF,MIA,home
14,SF,TB,home
15,SF,SEA,away
16,SF,WSH,home
17,SF,LV,away
18,SF,ARI,home
1,TB,DAL,away
2,TB,NO,away
3,TB,GB,home
4,TB,KC,home
5,TB,ATL,home
6,TB,PIT,away
7,TB,CAR,away
8,TB,BAL,home
9,TB,LAR,home
10,TB,SEA,home
11,TB,BYE,BYE
12,TB,CLE,away
13,TB,NO,home
14,TB,SF,away
15,TB,CIN,home
16,TB,ARI,away
17,TB,CAR,home
18,TB,ATL,away
1,TEN,NYG,home
2,TEN,BUF,away
3,TEN,LV,home
4,TEN,IND,away
5,TEN,WSH,away
6,TEN,BYE,BYE
7,TEN,IND,home
8,TEN,HOU,away
9,TEN,KC,away
10,TEN,DEN,home
11,TEN,GB,away
12,TEN,CIN,home
13,TEN,PHI,away
14,TEN,JAX,home
15,TEN,LAC,away
16,TEN,HOU,home
17,TEN,DAL,home
18,TEN,JAX,away
1,WSH,JAX,home
2,WSH,DET,away
3,WSH,PHI,home
4,WSH,DAL,away
5,WSH,TEN,home
6,WSH,CHI,away
7,WSH,GB,home
8,WSH,IND,away
9,WSH,MIN,home
10,WSH,PHI,away
11,WSH,HOU,away
12,WSH,ATL,home
13,WSH,NYG,away
14,WSH,BYE,BYE
15,WSH,NYG,home
16,WSH,SF,away
17,WSH,CLE,home
18,WSH,DAL,home
