week,user_team,matchup,home_away
4,DET,CHI,away
5,DET,MIN,away
6,DET,CIN,home
7,DET,LAR,away
8,DET,PHI,home
9,DET,BYE,BYE
10,DET,PIT,away
11,DET,CLE,away
12,DET,CHI,home
13,DET,MIN,home
14,DET,DEN,away
15,DET,ARI,home
16,DET,ATL,away
17,DET,SEA,away
18,DET,GB,home
1,GB,NO,away
2,GB,DET,home
3,GB,SF,away
4,GB,PIT,home
5,GB,CIN,away
6,GB,CHI,away
7,GB,WSH,home
8,GB,ARI,away
9,GB,KC,away
10,GB,SEA,home
11,GB,MIN,away
12,GB,LAR,home
13,GB,BYE,BYE
14,GB,CHI,home
15,GB,BAL,away
16,GB,CLE,home
17,GB,MIN,home
18,GB,DET,away
1,HOU,JAX,home
2,HOU,CLE,away
3,HOU,CAR,home
4,HOU,BUF,away
5,HOU,NE,home
6,HOU,IND,away
7,HOU,ARI,away
8,HOU,LAR,home
9,HOU,MIA,away
10,HOU,BYE,BYE
11,HOU,TEN,away
12,HOU,NYJ,home
13,HOU,IND,home
14,HOU,SEA,home
15,HOU,JAX,away
16,HOU,LAC,home
17,HOU,SF,away
18,HOU,TEN,home
1,IND,SEA,home
2,IND,LAR,home
3,IND,TEN,away
4,IND,MIA,away
5,IND,BAL,away
6,IND,HOU,home
7,IND,SF,away
8,IND,TEN,home
9,IND,NYJ,home
10,IND,JAX,home
11,IND,BUF,away
12,IND,TB,home
13,IND,HOU,away
14,IND,BYE,BYE
15,IND,NE,home
16,IND,ARI,away
17,IND,LV,home
18,IND,JAX,away
1,JAX,HOU,away
2,JAX,DEN,home
3,JAX,ARI,home
4,JAX,CIN,away
5,JAX,TEN,home
6,JAX,MIA,home
7,JAX,BYE,BYE
8,JAX,SEA,away
9,JAX,BUF,home
10,JAX,IND,away
11,JAX,SF,home
12,JAX,ATL,home
13,JAX,LAR,away
14,JAX,TEN,away
15,JAX,HOU,home
16,JAX,NYJ,away
17,JAX,NE,away
18,JAX,IND,home
1,KC,CLE,home
2,KC,BAL,away
3,KC,LAC,home
4,KC,PHI,away
5,KC,BUF,home
6,KC,WSH,away
7,KC,TEN,away
8,KC,NYG,home
9,KC,GB,home
10,KC,LV,away
11,KC,DAL,home
12,KC,BYE,BYE
13,KC,DEN,home
14,KC,LV,home
15,KC,LAC,away
16,KC,PIT,home
17,KC,CIN,away
18,KC,DEN,away
1,LAC,WSH,away
2,LAC,DAL,home
3,LAC,KC,away
4,LAC,LV,home
5,LAC,CLE,home
6,LAC,BAL,away
7,LAC,BYE,BYE
8,LAC,NE,home
9,LAC,PHI,away
10,LAC,MIN,home
11,LAC,PIT,home
12,LAC,DEN,away
13,LAC,CIN,away
14,LAC,NYG,home
15,LAC,KC,home
16,LAC,HOU,away
17,LAC,DEN,home
18,LAC,LV,away
1,LAR,CHI,home
2,LAR,IND,away
3,LAR,TB,home
4,LAR,ARI,home
5,LAR,SEA,away
6,LAR,NYG,away
7,LAR,DET,home
8,LAR,HOU,away
9,LAR,TEN,home
10,LAR,SF,away
11,LAR,BYE,BYE
12,LAR,GB,away
13,LAR,JAX,home
14,LAR,ARI,away
15,LAR,SEA,home
16,LAR,MIN,away
17,LAR,BAL,away
18,LAR,SF,home
1,LV,BAL,home
2,LV,PIT,away
3,LV,MIA,home
4,LV,LAC,away
5,LV,CHI,home
6,LV,DEN,away
7,LV,PHI,home
8,LV,BYE,BYE
9,LV,NYG,away
10,LV,KC,home
11,LV,CIN,home
12,LV,DAL,away
13,LV,WSH,home
14,LV,KC,away
15,LV,CLE,away
16,LV,DEN,home
17,LV,IND,away
18,LV,LAC,home
1,MIA,NE,away
2,MIA,BUF,home
3,MIA,LV,away
4,MIA,IND,home
5,MIA,TB,away
6,MIA,JAX,away
7,MIA,ATL,home
8,MIA,BUF,away
9,MIA,HOU,home
10,MIA,BAL,home
11,MIA,NYJ,away
12,MIA,CAR,home
13,MIA,NYG,home
14,MIA,BYE,BYE
15,MIA,NYJ,home
16,MIA,NO,away
17,MIA,TEN,away
18,MIA,NE,home
1,MIN,CIN,away
2,MIN,ARI,away
3,MIN,SEA,home
4,MIN,CLE,home
5,MIN,DET,home
6,MIN,CAR,away
7,MIN,BYE,BYE
8,MIN,DAL,home
9,MIN,BAL,away
10,MIN,LAC,away
11,MIN,GB,home
12,MIN,SF,away
13,MIN,DET,away
14,MIN,PIT,home
15,MIN,CHI,away
16,MIN,LAR,home
17,MIN,GB,away
18,MIN,CHI,home
1,NE,MIA,home
2,NE,NYJ,away
3,NE,NO,home
4,NE,TB,home
5,NE,HOU,away
6,NE,DAL,home
7,NE,NYJ,home
8,NE,LAC,away
9,NE,CAR,away
10,NE,CLE,home
11,NE,ATL,away
12,NE,TEN,home
13,NE,BUF,away
14,NE,BYE,BYE
15,NE,IND,away
16,NE,BUF,home
17,NE,JAX,home
18,NE,MIA,away
1,NO,GB,home
2,NO,CAR,away
3,NO,NE,away
4,NO,NYG,home
5,NO,WSH,away
6,NO,BYE,BYE
7,NO,SEA,away
8,NO,TB,home
9,NO,ATL,home
10,NO,TEN,away
11,NO,PHI,away
12,NO,BUF,home
13,NO,DAL,home
14,NO,NYJ,away
15,NO,TB,away
16,NO,MIA,home
17,NO,CAR,home
18,NO,ATL,away
1,NYG,DEN,home
2,NYG,WSH,away
3,NYG,ATL,home
4,NYG,NO,away
5,NYG,DAL,away
6,NYG,LAR,home
7,NYG,CAR,home
8,NYG,KC,away
9,NYG,LV,home
10,NYG,BYE,BYE
11,NYG,TB,away
12,NYG,PHI,home
13,NYG,MIA,away
14,NYG,LAC,away
15,NYG,DAL,home
16,NYG,PHI,away
17,NYG,CHI,away
18,NYG,WSH,home
1,NYJ,CAR,away
2,NYJ,NE,home
3,NYJ,DEN,away
4,NYJ,TEN,home
5,NYJ,ATL,away
6,NYJ,BYE,BYE
7,NYJ,NE,away
8,NYJ,CIN,home
9,NYJ,IND,away
10,NYJ,BUF,home
11,NYJ,MIA,home
12,NYJ,HOU,away
13,NYJ,PHI,home
14,NYJ,NO,home
15,NYJ,MIA,away
16,NYJ,JAX,home
17,NYJ,TB,home
18,NYJ,BUF,away
1,PHI,ATL,away
2,PHI,SF,home
3,PHI,DAL,away
4,PHI,KC,home
5,PHI,CAR,away
6,PHI,TB,home
7,PHI,LV,away
8,PHI,DET,away
9,PHI,LAC,home
10,PHI,DEN,away
11,PHI,NO,home
12,PHI,NYG,away
13,PHI,NYJ,away
14,PHI,BYE,BYE
15,PHI,WSH,home
16,PHI,NYG,home
17,PHI,WSH,away
18,PHI,DAL,home
1,PIT,BUF,away
2,PIT,LV,home
3,PIT,CIN,home
4,PIT,GB,away
5,PIT,DEN,home
6,PIT,SEA,home
7,PIT,BYE,BYE
8,PIT,CLE,away
9,PIT,CHI,home
10,PIT,DET,home
11,PIT,LAC,away
12,PIT,CIN,away
13,PIT,BAL,home
14,PIT,MIN,away
15,PIT,TEN,home
16,PIT,KC,away
17,PIT,CLE,home
18,PIT,BAL,away
1,SEA,IND,away
2,SEA,TEN,home
3,SEA,MIN,away
4,SEA,SF,away
5,SEA,LAR,home
6,SEA,PIT,away
7,SEA,NO,home
8,SEA,JAX,home
9,SEA,BYE,BYE
10,SEA,GB,away
11,SEA,ARI,home
12,SEA,WSH,away
13,SEA,SF,home
14,SEA,HOU,away
15,SEA,LAR,away
16,SEA,CHI,home
17,SEA,DET,home
18,SEA,ARI,away
1,SF,DET,away
2,SF,PHI,away
3,SF,GB,home
4,SF,SEA,home
5,SF,ARI,away
6,SF,BYE,BYE
7,SF,IND,home
8,SF,CHI,away
9,SF,ARI,home
10,SF,LAR,home
11,SF,JAX,away
12,SF,MIN,home
13,SF,SEA,away
14,SF,CIN,away
15,SF,ATL,home
16,SF,TEN,away
17,SF,HOU,home
18,SF,LAR,away
1,TB,DAL,home
2,TB,ATL,home
3,TB,LAR,away
4,TB,NE,away
5,TB,MIA,home
6,TB,PHI,away
7,TB,CHI,home
8,TB,NO,away
9,TB,BYE,BYE
10,TB,WSH,away
11,TB,NYG,home
12,TB,IND,away
13,TB,ATL,away
14,TB,BUF,home
15,TB,NO,home
16,TB,CAR,away
17,TB,NYJ,away
18,TB,CAR,home
1,TEN,ARI,home
2,TEN,SEA,away
3,TEN,IND,home
4,TEN,NYJ,away
5,TEN,JAX,away
6,TEN,BUF,home
7,TEN,KC,home
8,TEN,IND,away
9,TEN,LAR,away
10,TEN,NO,home
11,TEN,HOU,home
12,TEN,NE,away
13,TEN,BYE,BYE
14,TEN,JAX,home
15,TEN,PIT,away
16,TEN,SF,home
17,TEN,MIA,home
18,TEN,HOU,away
1,WSH,LAC,home
2,WSH,NYG,home
3,WSH,BUF,away
4,WSH,ATL,away
5,WSH,NO,home
6,WSH,KC,home
7,WSH,GB,away
8,WSH,DEN,away
9,WSH,BYE,BYE
10,WSH,TB,home
11,WSH,CAR,away
12,WSH,SEA,home
13,WSH,LV,away
14,WSH,DAL,home
15,WSH,PHI,away
16,WSH,DAL,away
17,WSH,PHI,home
18,WSH,NYG,away
